feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,CD1a_pmol,CD1b_pmol,CD1c_pmol,CD1d_pmol
DAG 17:1;0_17:1;0,DAG,GL,MEM,34,2,0,0.24711999297142,0.92314899,0.400988012552261,0.140812993
DAG 16:1;0_18:2;0,DAG,GL,MEM,34,3,0,1.35166001319885,NA,NA,NA
DAG 16:2;0_18:1;0,DAG,GL,MEM,34,3,0,3.47271990776062,NA,NA,NA
DAG 15:0;0_20:1;0,DAG,GL,MEM,35,1,0,0.884643018245697,NA,1.16017997264862,NA
DAG 16:0;0_19:1;0,DAG,GL,MEM,35,1,0,0.980669021606445,0.240830004,0.364598006010056,NA
DAG 16:1;0_19:0;0,DAG,GL,MEM,35,1,0,NA,NA,NA,NA
DAG 17:0;0_18:1;0,DAG,GL,MEM,35,1,0,11.6990995407104,3.350009918,7.58240985870361,3.99138999
DAG 17:1;0_18:0;0,DAG,GL,MEM,35,1,0,NA,0.270392001,NA,NA
DAG 15:0;0_20:2;0,DAG,GL,MEM,35,2,0,0.137391999363899,NA,NA,NA
DAG 16:0;0_19:2;0,DAG,GL,MEM,35,2,0,NA,NA,NA,NA
DAG 16:1;0_19:1;0,DAG,GL,MEM,35,2,0,0.456622987985611,0.115006998,NA,0.036440101
DAG 17:0;0_18:2;0,DAG,GL,MEM,35,2,0,0.193571001291275,NA,NA,0.059161901
DAG 17:1;0_18:1;0,DAG,GL,MEM,35,2,0,8.09955024719238,2.099270105,NA,1.295840025
DAG 17:0;0_19:0;0,DAG,GL,MEM,36,0,0,NA,NA,NA,NA
DAG 16:0;0_20:1;0,DAG,GL,MEM,36,1,0,6.14599990844727,0.84186101,NA,NA
DAG 18:0;0_18:1;0,DAG,GL,MEM,36,1,0,31.5513000488281,6.96434021,62.5984001159668,10.28579998
DAG 16:0;0_20:2;0,DAG,GL,MEM,36,2,0,2.32259011268616,0.302720994,2.39252996444702,0.473210007
DAG 16:1;0_20:1;0,DAG,GL,MEM,36,2,0,4.15781021118164,0.421054006,1.42077004909515,NA
DAG 18:0;0_18:2;0,DAG,GL,MEM,36,2,0,2.22518992424011,0.471498996,4.15011978149414,0.582233012
DAG 18:1;0_18:1;0,DAG,GL,MEM,36,2,0,145.970993041992,22.21689987,79.6402969360352,17.6590004
DAG 16:0;0_20:3;0,DAG,GL,MEM,36,3,0,1.13787996768951,NA,NA,0.30152899
DAG 16:1;0_20:2;0,DAG,GL,MEM,36,3,0,0.697090029716492,NA,NA,0.167640001
DAG 16:2;0_20:1;0,DAG,GL,MEM,36,3,0,NA,NA,NA,NA
DAG 18:1;0_18:2;0,DAG,GL,MEM,36,3,0,6.12662982940674,1.410840034,NA,1.000499964
DAG 17:0;0_20:1;0,DAG,GL,MEM,37,1,0,1.04374003410339,NA,NA,NA
DAG 18:0;0_19:1;0,DAG,GL,MEM,37,1,0,NA,NA,NA,NA
DAG 18:1;0_19:0;0,DAG,GL,MEM,37,1,0,2.92912006378174,NA,NA,1.773869991
DAG 17:0;0_20:2;0,DAG,GL,MEM,37,2,0,0.307821989059448,NA,NA,0.16956
DAG 17:1;0_20:1;0,DAG,GL,MEM,37,2,0,0.782074987888336,NA,NA,0.318199009
DAG 18:0;0_19:2;0,DAG,GL,MEM,37,2,0,0.259705990552902,NA,NA,0.161042005
DAG 18:1;0_19:1;0,DAG,GL,MEM,37,2,0,3.23978996276855,NA,NA,0.786849022
DAG 16:0;0_22:1;0,DAG,GL,MEM,38,1,0,2.50517988204956,NA,NA,NA
DAG 16:1;0_22:0;0,DAG,GL,MEM,38,1,0,0.445778995752335,NA,NA,NA
DAG 18:0;0_20:1;0,DAG,GL,MEM,38,1,0,4.27313995361328,NA,NA,NA
DAG 16:0;0_22:2;0,DAG,GL,MEM,38,2,0,NA,NA,NA,NA
DAG 16:1;0_22:1;0,DAG,GL,MEM,38,2,0,0.406975001096725,NA,NA,NA
DAG 18:0;0_20:2;0,DAG,GL,MEM,38,2,0,3.81073999404907,1.436290026,10.4629001617432,2.524790049
DAG 18:1;0_20:1;0,DAG,GL,MEM,38,2,0,17.9596004486084,2.30885005,7.41405010223389,2.671940088
DAG 18:1;0_20:2;0,DAG,GL,MEM,38,3,0,6.86263990402222,NA,9.92057991027832,NA
DAG 18:1;0_20:3;0,DAG,GL,MEM,38,4,0,NA,NA,NA,NA
DAG 16:0;0_24:1;0,DAG,GL,MEM,40,1,0,3.16471004486084,NA,NA,NA
DAG 16:1;0_24:0;0,DAG,GL,MEM,40,1,0,NA,NA,NA,18.83499908
DAG 16:1;0_24:1;0,DAG,GL,MEM,40,2,0,0.857683002948761,NA,NA,NA
DAG 18:1;0_22:1;0,DAG,GL,MEM,40,2,0,6.10873985290527,NA,NA,NA
DAG 20:1;0_20:1;0,DAG,GL,MEM,40,2,0,1.56440997123718,NA,NA,NA
DiHexCer 34:1;2,DiHexCer,SL,MEM,34,1,2,NA,NA,7.46939992904663,7.743460178
Gb3 34:1;2,Gb3,SL,MEM,34,1,2,NA,NA,NA,NA
GD1 34:1;2,GD1,SL,MEM,34,1,2,NA,34.61840057,199.337997436523,271.0409851
GD1 34:2;2,GD1,SL,MEM,34,2,2,NA,NA,32.7710990905762,NA
GD1 36:1;2,GD1,SL,MEM,36,1,2,NA,NA,23.0251998901367,NA
GD1 36:2;2,GD1,SL,MEM,36,2,2,NA,NA,NA,NA
GD1 36:2;3,GD1,SL,MEM,36,2,3,NA,NA,33.4889984130859,NA
GD1 38:1;2,GD1,SL,MEM,38,1,2,NA,NA,NA,NA
GD1 42:2;2,GD1,SL,MEM,42,2,2,NA,NA,21.2185001373291,71.9865036
GD2 34:1;2,GD2,SL,MEM,34,1,2,NA,NA,33.0694999694824,37.72230148
GD2 36:2;3,GD2,SL,MEM,36,2,3,NA,NA,33.2495002746582,NA
GD3 34:1;2,GD3,SL,MEM,34,1,2,NA,NA,30.3439998626709,40.47980118
GD3 36:1;2,GD3,SL,MEM,36,1,2,NA,NA,NA,NA
GD3 36:2;3,GD3,SL,MEM,36,2,3,NA,NA,23.5333003997803,NA
GD3 40:1;2,GD3,SL,MEM,40,1,2,104.245002746582,39.98339844,NA,34.98310089
GM1 32:0;4,GM1,SL,MEM,32,0,4,35.4925003051758,NA,17.6758003234863,NA
GM1 34:1;2,GM1,SL,MEM,34,1,2,NA,NA,71.5613021850586,64.17169952
GM1 34:2;2,GM1,SL,MEM,34,2,2,NA,NA,NA,NA
GM1 36:1;2,GM1,SL,MEM,36,1,2,NA,NA,NA,NA
GM1 36:1;3,GM1,SL,MEM,36,1,3,NA,NA,NA,NA
GM2 34:1;2,GM2,SL,MEM,34,1,2,NA,NA,106.13500213623,87.41259766
GM2 34:2;2,GM2,SL,MEM,34,2,2,NA,NA,NA,NA
GM2 36:1;2,GM2,SL,MEM,36,1,2,NA,NA,115.088996887207,NA
GM2 36:1;4,GM2,SL,MEM,36,1,4,NA,NA,NA,NA
GM2 40:1;2,GM2,SL,MEM,40,1,2,NA,NA,NA,NA
GM2 42:2;2,GM2,SL,MEM,42,2,2,NA,7.538189888,NA,58.63079834
GM3 34:1;2,GM3,SL,MEM,34,1,2,25.332799911499,15.45320034,411.584991455078,373.5859985
GM3 34:2;2,GM3,SL,MEM,34,2,2,NA,NA,48.8875007629395,90.0605011
GM3 34:2;3,GM3,SL,MEM,34,2,3,NA,NA,NA,NA
GM3 36:1;2,GM3,SL,MEM,36,1,2,NA,NA,NA,NA
GM3 38:2;2,GM3,SL,MEM,38,2,2,39.7165985107422,NA,123.148002624512,66.39800262
GM3 40:1;2,GM3,SL,MEM,40,1,2,NA,NA,NA,42.42620087
GM3 40:1;4,GM3,SL,MEM,40,1,4,NA,NA,NA,NA
GM3 40:2;2,GM3,SL,MEM,40,2,2,NA,NA,NA,NA
HexCer 30:1;3,HexCer,SL,MEM,30,1,3,NA,NA,NA,NA
HexCer 34:1;2,HexCer,SL,MEM,34,1,2,5.26799011230469,0.657797992,39.1554985046387,13.34459972
HexCer 34:2;2,HexCer,SL,MEM,34,2,2,1.67691004276276,NA,5.43427991867065,1.60532999
HexCer 36:1;2,HexCer,SL,MEM,36,1,2,1.90408003330231,NA,6.52108001708984,1.955189943
HexCer 36:2;2,HexCer,SL,MEM,36,2,2,1.68027997016907,NA,3.90651988983154,0.813710988
HexCer 40:1;2,HexCer,SL,MEM,40,1,2,1.35248005390167,NA,3.33359003067017,8.383290291
HexCer 40:2;2,HexCer,SL,MEM,40,2,2,0.647818982601166,NA,1.77493000030518,3.553459883
HexCer 40:2;3,HexCer,SL,MEM,40,2,3,NA,NA,NA,NA
HexCer 42:1;2,HexCer,SL,MEM,42,1,2,2.9956998825073202,0.390630007,6.68776988983154,20.98859978
HexCer 42:1;3,HexCer,SL,MEM,42,1,3,NA,NA,NA,NA
HexCer 42:2;2,HexCer,SL,MEM,42,2,2,5.24056005477905,0.337191999,7.91861009597778,29.50239944
HexCer 42:2;3,HexCer,SL,MEM,42,2,3,NA,NA,NA,1.788509965
LPA 16:0;0,LPA,GPL,LYS,16,0,0,2.61952996253967,NA,13.2165002822876,NA
LPA 18:0;0,LPA,GPL,LYS,18,0,0,NA,NA,4.18506002426147,NA
LPA 18:1;0,LPA,GPL,LYS,18,1,0,14.1448001861572,1.429990053,21.7033996582031,NA
LPC 14:0;0,LPC,GPL,LYS,14,0,0,NA,NA,11.895299911499,NA
LPC 16:0;0,LPC,GPL,LYS,16,0,0,7.64215993881226,8.679869652,270.273986816406,15.22089958
LPC 16:1;0,LPC,GPL,LYS,16,1,0,NA,0.526386023,10.2566003799438,2.068730116
LPC 18:0;0,LPC,GPL,LYS,18,0,0,3.45369005203247,8.780079842,55.0831985473633,3.001490116
LPC 18:1;0,LPC,GPL,LYS,18,1,0,7.40161991119385,12.97980022,168.488998413086,22.67140007
LPC 18:2;0,LPC,GPL,LYS,18,2,0,NA,0.489425004,NA,NA
LPC 20:0;0,LPC,GPL,LYS,20,0,0,NA,0.922195017,NA,NA
LPC 20:1;0,LPC,GPL,LYS,20,1,0,1.67964005470276,8.80298996,13.5769996643066,3.438319921
LPC 20:2;0,LPC,GPL,LYS,20,2,0,NA,0.421968997,NA,NA
LPC 22:0;0,LPC,GPL,LYS,22,0,0,NA,0.638711989,NA,NA
LPC 22:1;0,LPC,GPL,LYS,22,1,0,NA,2.335129976,5.16240978240967,NA
LPC O-16:0;0,LPC O-,GPL,LYS,16,0,0,NA,1.194280028,7.95922994613647,NA
LPC O-16:1;0,LPC O-,GPL,LYS,16,1,0,NA,1.341580033,33.1363983154297,2.891279936
LPC O-18:0;0,LPC O-,GPL,LYS,18,0,0,NA,1.589599967,NA,NA
LPC O-18:1;0,LPC O-,GPL,LYS,18,1,0,NA,1.913720012,6.32185983657837,NA
LPC O-18:2;0,LPC O-,GPL,LYS,18,2,0,NA,1.148110032,5.12348985671997,3.079129934
LPE 16:0;0,LPE,GPL,LYS,16,0,0,0.912321984767914,0.905084014,24.1448001861572,0.67345202
LPE 16:1;0,LPE,GPL,LYS,16,1,0,NA,0.67335701,1.76584994792938,0.413331985
LPE 18:0;0,LPE,GPL,LYS,18,0,0,2.46407008171082,3.005059958,38.4154014587402,1.306339979
LPE 18:1;0,LPE,GPL,LYS,18,1,0,9.06838035583496,5.680699825,82.2722015380859,3.970530033
LPE 20:0;0,LPE,GPL,LYS,20,0,0,NA,0.608242989,3.04587006568909,NA
LPE 20:1;0,LPE,GPL,LYS,20,1,0,1.84233999252319,3.658900023,14.9381999969482,1.399989963
LPE 20:2;0,LPE,GPL,LYS,20,2,0,0.387263000011444,0.256949991,NA,NA
LPE 22:0;0,LPE,GPL,LYS,22,0,0,NA,0.413504004,NA,NA
LPE 22:1;0,LPE,GPL,LYS,22,1,0,NA,1.411090016,2.3831000328064,NA
LPE 24:0;0,LPE,GPL,LYS,24,0,0,0.367186009883881,0.924263,27.9643993377686,NA
LPE 24:1;0,LPE,GPL,LYS,24,1,0,NA,0.537339985,10.1497001647949,NA
LPE O-16:1;0,LPE O-,GPL,LYS,16,1,0,1.31713998317719,1.02421999,66.7387008666992,1.289340019
LPE O-18:0;0,LPE O-,GPL,LYS,18,0,0,NA,0.356792003,NA,NA
LPE O-18:1;0,LPE O-,GPL,LYS,18,1,0,1.23458003997803,2.614180088,22.5438003540039,0.459223002
LPE O-18:2;0,LPE O-,GPL,LYS,18,2,0,1.50411999225616,1.587520003,21.2471008300781,1.45114994
LPG 18:0;0,LPG,GPL,LYS,18,0,0,NA,NA,NA,NA
LPG 18:1;0,LPG,GPL,LYS,18,1,0,1.65254998207092,NA,5.94792985916138,NA
LPI 16:0;0,LPI,GPL,LYS,16,0,0,NA,NA,11.2833995819092,NA
LPI 18:0;0,LPI,GPL,LYS,18,0,0,3.90179991722107,1.782870054,50.4196014404297,NA
LPI 18:1;0,LPI,GPL,LYS,18,1,0,3.83172988891602,NA,34.5960998535156,NA
LPI 20:1;0,LPI,GPL,LYS,20,1,0,NA,NA,NA,NA
LPI 20:2;0,LPI,GPL,LYS,20,2,0,NA,NA,6.7118501663208,NA
LPS 18:0;0,LPS,GPL,LYS,18,0,0,6.83717012405396,1.591279984,31.8155994415283,NA
LPS 18:1;0,LPS,GPL,LYS,18,1,0,4.12746000289917,NA,14.8654003143311,NA
LPS 24:0;0,LPS,GPL,LYS,24,0,0,NA,1.853029966,18.0569000244141,NA
LPS 24:1;0,LPS,GPL,LYS,24,1,0,NA,NA,NA,NA
PA 14:0;0_18:1;0,PA,GPL,MEM,32,1,0,8.353440284729,NA,NA,NA
PA 16:0;0_16:1;0,PA,GPL,MEM,32,1,0,20.8512992858887,NA,NA,NA
PA 15:0;0_18:1;0,PA,GPL,MEM,33,1,0,NA,NA,NA,NA
PA 16:0;0_18:0;0,PA,GPL,MEM,34,0,0,5.2048602104187,NA,5.25731992721558,7.12872982
PA 16:0;0_18:1;0,PA,GPL,MEM,34,1,0,33.4235992431641,NA,10.2934999465942,NA
PA 16:1;0_18:0;0,PA,GPL,MEM,34,1,0,9.50174045562744,NA,9.85974979400635,NA
PA 17:0;0_17:1;0,PA,GPL,MEM,34,1,0,NA,NA,NA,NA
PA 16:1;0_18:1;0,PA,GPL,MEM,34,2,0,23.1856994628906,NA,NA,NA
PA 17:1;0_17:1;0,PA,GPL,MEM,34,2,0,4.80406999588013,NA,NA,NA
PA 17:0;0_18:0;0,PA,GPL,MEM,35,0,0,NA,NA,NA,NA
PA 16:0;0_20:1;0,PA,GPL,MEM,36,1,0,1.26417005062103,NA,NA,NA
PA 18:0;0_18:1;0,PA,GPL,MEM,36,1,0,11.4095001220703,NA,NA,NA
PA 16:1;0_20:1;0,PA,GPL,MEM,36,2,0,NA,NA,NA,NA
PA 18:0;0_18:2;0,PA,GPL,MEM,36,2,0,NA,NA,NA,NA
PA 18:1;0_18:1;0,PA,GPL,MEM,36,2,0,34.6519012451172,NA,NA,NA
PA 18:0;0_20:2;0,PA,GPL,MEM,38,2,0,NA,NA,NA,NA
PA 18:1;0_20:1;0,PA,GPL,MEM,38,2,0,16.525899887085,NA,30.2712993621826,NA
PC 12:0;0_16:0;0,PC,GPL,MEM,28,0,0,0.44328498840332,0.222068995,4.3971700668335,0.837779999
PC 13:0;0_15:0;0,PC,GPL,MEM,28,0,0,0.416325986385345,0.134908006,1.94897997379303,1.089149952
PC 14:0;0_14:0;0,PC,GPL,MEM,28,0,0,NA,NA,7.39100980758667,1.78708005
PC 11:0;0_18:0;0,PC,GPL,MEM,29,0,0,0.183393001556396,NA,NA,NA
PC 12:0;0_17:0;0,PC,GPL,MEM,29,0,0,0.792931020259857,0.323352009,2.47862005233765,2.015280008
PC 13:0;0_16:0;0,PC,GPL,MEM,29,0,0,1.86349999904633,0.49220401,12.9308004379272,4.021110058
PC 14:0;0_15:0;0,PC,GPL,MEM,29,0,0,0.546077013015747,0.287651002,13.9153995513916,7.807759762
PC 11:0;0_18:1;0,PC,GPL,MEM,29,1,0,0.739386022090912,NA,NA,NA
PC 12:0;0_17:1;0,PC,GPL,MEM,29,1,0,NA,NA,NA,NA
PC 13:0;0_16:1;0,PC,GPL,MEM,29,1,0,0.577234029769897,NA,NA,0.497720003
PC 14:0;0_15:1;0,PC,GPL,MEM,29,1,0,NA,NA,NA,0.909313977
PC 14:1;0_15:0;0,PC,GPL,MEM,29,1,0,NA,NA,NA,0.198661998
PC 12:0;0_18:0;0,PC,GPL,MEM,30,0,0,NA,NA,1.75923001766205,0.346834987
PC 13:0;0_17:0;0,PC,GPL,MEM,30,0,0,0.280620992183685,0.562865973,1.51105999946594,0.96755302
PC 14:0;0_16:0;0,PC,GPL,MEM,30,0,0,3.96620011329651,1.655779958,76.6903991699219,13.60400009
PC 15:0;0_15:0;0,PC,GPL,MEM,30,0,0,0.665719985961914,0.914004982,17.6973991394043,10.55070019
PC 14:0;0_16:2;0,PC,GPL,MEM,30,2,0,NA,NA,8.72651958465576,NA
PC 14:1;0_16:1;0,PC,GPL,MEM,30,2,0,NA,NA,NA,NA
PC 15:1;0_15:1;0,PC,GPL,MEM,30,2,0,NA,NA,NA,NA
PC 13:0;0_18:0;0,PC,GPL,MEM,31,0,0,1.50278997421265,0.827579021,5.61109018325806,1.054290056
PC 14:0;0_17:0;0,PC,GPL,MEM,31,0,0,1.39495003223419,0.717938006,18.8612995147705,6.743249893
PC 15:0;0_16:0;0,PC,GPL,MEM,31,0,0,10.1801996231079,3.999690056,132.477996826172,68.77459717
PC 13:0;0_18:1;0,PC,GPL,MEM,31,1,0,3.62575006484985,0.915629983,7.85361003875732,3.038180113
PC 14:0;0_17:1;0,PC,GPL,MEM,31,1,0,0.694959998130798,0.260821015,4.30904006958008,2.364219904
PC 14:1;0_17:0;0,PC,GPL,MEM,31,1,0,NA,NA,5.35075998306274,0.940738022
PC 15:0;0_16:1;0,PC,GPL,MEM,31,1,0,7.31726980209351,3.603909969,67.1803970336914,37.48939896
PC 15:1;0_16:0;0,PC,GPL,MEM,31,1,0,2.18396997451782,1.059260011,23.1490993499756,5.563010216
PC 14:1;0_17:1;0,PC,GPL,MEM,31,2,0,NA,NA,NA,0.728241026
PC 15:0;0_16:2;0,PC,GPL,MEM,31,2,0,NA,NA,NA,2.029230118
PC 14:0;0_18:0;0,PC,GPL,MEM,32,0,0,NA,0.378008008,NA,NA
PC 15:0;0_17:0;0,PC,GPL,MEM,32,0,0,0.658927977085114,1.281690001,11.2208003997803,7.589149952
PC 16:0;0_16:0;0,PC,GPL,MEM,32,0,0,5.22444009780884,2.077450037,69.173698425293,23.04920006
PC 14:0;0_18:1;0,PC,GPL,MEM,32,1,0,46.2080993652344,NA,192.964004516602,45.75469971
PC 14:1;0_18:0;0,PC,GPL,MEM,32,1,0,0.87958699464798,NA,NA,0.665123999
PC 15:0;0_17:1;0,PC,GPL,MEM,32,1,0,1.78810000419617,0.920939982,15.8456001281738,9.144069672
PC 15:1;0_17:0;0,PC,GPL,MEM,32,1,0,NA,NA,NA,5.189010143
PC 16:0;0_16:1;0,PC,GPL,MEM,32,1,0,115.333000183105,27.13290024,1190.43994140625,272.4890137
PC 14:0;0_18:2;0,PC,GPL,MEM,32,2,0,0.91175502538681,NA,1.82095003128052,0.607131004
PC 14:1;0_18:1;0,PC,GPL,MEM,32,2,0,3.39974999427795,0.465893,17.0925006866455,2.548079967
PC 16:0;0_16:2;0,PC,GPL,MEM,32,2,0,1.69440996646881,0.310470015,4.3225998878479,1.863680005
PC 16:1;0_16:1;0,PC,GPL,MEM,32,2,0,9.95512962341309,3.907589912,43.9533004760742,27.08639908
